year,crop,acres_harvested,bu_per_acre,state,max_high_F,avg_high_F,min_low_F,avg_low_F,max_precip_in,sum_precip_in
1976,CORN_GRAIN,129e5,91,IOWA,97,61.13114754,-16,36.59562842,1.09,22.73
1976,HAY,236e4,NA,IOWA,97,61.13114754,-16,36.59562842,1.09,22.73
1976,OATS,14e5,59,IOWA,97,61.13114754,-16,36.59562842,1.09,22.73
1976,RYE,5e3,28,IOWA,97,61.13114754,-16,36.59562842,1.09,22.73
1976,SOYBEANS,645e4,31,IOWA,97,61.13114754,-16,36.59562842,1.09,22.73
1976,WHEAT,13e4,35,IOWA,97,61.13114754,-16,36.59562842,1.09,22.73
1977,CORN_GRAIN,127e5,86,IOWA,98,60.95068493,-21,38.8109589,1.26,35.22
1977,HAY,234e4,NA,IOWA,98,60.95068493,-21,38.8109589,1.26,35.22
1977,OATS,135e4,61,IOWA,98,60.95068493,-21,38.8109589,1.26,35.22
1977,RYE,4e3,29,IOWA,98,60.95068493,-21,38.8109589,1.26,35.22
1977,SOYBEANS,708e4,35.5,IOWA,98,60.95068493,-21,38.8109589,1.26,35.22
1977,WHEAT,109e3,37,IOWA,98,60.95068493,-21,38.8109589,1.26,35.22
1978,CORN_GRAIN,1285e4,115,IOWA,95,57.68767123,-13,36.03013699,1.42,32.93
1978,HAY,233e4,NA,IOWA,95,57.68767123,-13,36.03013699,1.42,32.93
1978,OATS,105e4,58,IOWA,95,57.68767123,-13,36.03013699,1.42,32.93
1978,RYE,5e3,30,IOWA,95,57.68767123,-13,36.03013699,1.42,32.93
1978,SOYBEANS,755e4,37.5,IOWA,95,57.68767123,-13,36.03013699,1.42,32.93
1978,WHEAT,45e3,31,IOWA,95,57.68767123,-13,36.03013699,1.42,32.93
1979,CORN_GRAIN,131e5,127,IOWA,94,57.61369863,-21,35.87945205,1.28,31.89
1979,HAY,233e4,NA,IOWA,94,57.61369863,-21,35.87945205,1.28,31.89
1979,OATS,1e6,63,IOWA,94,57.61369863,-21,35.87945205,1.28,31.89
1979,RYE,5e3,29,IOWA,94,57.61369863,-21,35.87945205,1.28,31.89
1979,SOYBEANS,817e4,37.5,IOWA,94,57.61369863,-21,35.87945205,1.28,31.89
1979,WHEAT,6e4,37,IOWA,94,57.61369863,-21,35.87945205,1.28,31.89
1980,CORN_GRAIN,133e5,110,IOWA,99,60.61748634,-10,38.23497268,1.11,28.08
1980,HAY,227e4,NA,IOWA,99,60.61748634,-10,38.23497268,1.11,28.08
1980,OATS,1e6,62,IOWA,99,60.61748634,-10,38.23497268,1.11,28.08
1980,RYE,5e3,30,IOWA,99,60.61748634,-10,38.23497268,1.11,28.08
1980,SOYBEANS,827e4,38.5,IOWA,99,60.61748634,-10,38.23497268,1.11,28.08
1980,WHEAT,92e3,38,IOWA,99,60.61748634,-10,38.23497268,1.11,28.08
1981,CORN_GRAIN,1385e4,125,IOWA,96,61.65753425,-18,39.03013699,1,31.42
1981,HAY,223e4,NA,IOWA,96,61.65753425,-18,39.03013699,1,31.42
1981,OATS,96e4,62,IOWA,96,61.65753425,-18,39.03013699,1,31.42
1981,RYE,5e3,33,IOWA,96,61.65753425,-18,39.03013699,1,31.42
1981,SOYBEANS,805e4,40,IOWA,96,61.65753425,-18,39.03013699,1,31.42
1981,WHEAT,125e3,39,IOWA,96,61.65753425,-18,39.03013699,1,31.42
1982,CORN_GRAIN,1315e4,120,IOWA,95,57.9369863,-24,37.24109589,1.03,39.03
1982,HAY,22e5,NA,IOWA,95,57.9369863,-24,37.24109589,1.03,39.03
1982,OATS,95e4,57,IOWA,95,57.9369863,-24,37.24109589,1.03,39.03
1982,RYE,4e3,28,IOWA,95,57.9369863,-24,37.24109589,1.03,39.03
1982,SOYBEANS,84e5,36.5,IOWA,95,57.9369863,-24,37.24109589,1.03,39.03
1982,WHEAT,1e5,30,IOWA,95,57.9369863,-24,37.24109589,1.03,39.03
1983,CORN_GRAIN,855e4,87,IOWA,100,58.97260274,-21,39.19178082,0.97,33.66
1983,HAY,21e5,NA,IOWA,100,58.97260274,-21,39.19178082,0.97,33.66
1983,OATS,75e4,51,IOWA,100,58.97260274,-21,39.19178082,0.97,33.66
1983,RYE,3e3,31,IOWA,100,58.97260274,-21,39.19178082,0.97,33.66
1983,SOYBEANS,796e4,35,IOWA,100,58.97260274,-21,39.19178082,0.97,33.66
1983,WHEAT,5e4,38,IOWA,100,58.97260274,-21,39.19178082,0.97,33.66
1984,CORN_GRAIN,129e5,112,IOWA,97,59.66393443,-16,38.6147541,1.09,35.45
1984,HAY,215e4,NA,IOWA,97,59.66393443,-16,38.6147541,1.09,35.45
1984,OATS,74e4,64,IOWA,97,59.66393443,-16,38.6147541,1.09,35.45
1984,RYE,5e3,34,IOWA,97,59.66393443,-16,38.6147541,1.09,35.45
1984,SOYBEANS,84e5,31.5,IOWA,97,59.66393443,-16,38.6147541,1.09,35.45
1984,WHEAT,1e5,36,IOWA,97,59.66393443,-16,38.6147541,1.09,35.45
1985,CORN_GRAIN,1355e4,126,IOWA,95,58.09041096,-21,36.63287671,0.89,30.49
1985,HAY,215e4,NA,IOWA,95,58.09041096,-21,36.63287671,0.89,30.49
1985,OATS,76e4,76,IOWA,95,58.09041096,-21,36.63287671,0.89,30.49
1985,RYE,6e3,36,IOWA,95,58.09041096,-21,36.63287671,0.89,30.49
1985,SOYBEANS,815e4,38,IOWA,95,58.09041096,-21,36.63287671,0.89,30.49
1985,WHEAT,112e3,48,IOWA,95,58.09041096,-21,36.63287671,0.89,30.49
1986,CORN_GRAIN,1205e4,135,IOWA,93,60.21917808,-12,39.94246575,0.95,37.7
1986,HAY,24e5,NA,IOWA,93,60.21917808,-12,39.94246575,0.95,37.7
1986,OATS,63e4,62,IOWA,93,60.21917808,-12,39.94246575,0.95,37.7
1986,RYE,4e3,36,IOWA,93,60.21917808,-12,39.94246575,0.95,37.7
1986,SOYBEANS,845e4,41.5,IOWA,93,60.21917808,-12,39.94246575,0.95,37.7
1986,WHEAT,6e4,28,IOWA,93,60.21917808,-12,39.94246575,0.95,37.7
1987,CORN_GRAIN,1015e4,130,IOWA,98,63.06849315,-8,41.48493151,1.42,31.47
1987,HAY,2e6,NA,IOWA,98,63.06849315,-8,41.48493151,1.42,31.47
1987,OATS,65e4,57,IOWA,98,63.06849315,-8,41.48493151,1.42,31.47
1987,RYE,4e3,35,IOWA,98,63.06849315,-8,41.48493151,1.42,31.47
1987,SOYBEANS,79e5,43.5,IOWA,98,63.06849315,-8,41.48493151,1.42,31.47
1987,WHEAT,3e4,38,IOWA,98,63.06849315,-8,41.48493151,1.42,31.47
1988,CORN_GRAIN,107e5,84,IOWA,102,62.13114754,-16,37.77595628,1.27,20.1
1988,HAY,32e5,NA,IOWA,102,62.13114754,-16,37.77595628,1.27,20.1
1988,OATS,5e5,50,IOWA,102,62.13114754,-16,37.77595628,1.27,20.1
1988,RYE,5e3,30,IOWA,102,62.13114754,-16,37.77595628,1.27,20.1
1988,SOYBEANS,81e5,31,IOWA,102,62.13114754,-16,37.77595628,1.27,20.1
1988,WHEAT,35e3,35,IOWA,102,62.13114754,-16,37.77595628,1.27,20.1
1989,CORN_GRAIN,1225e4,118,IOWA,98,59.18630137,-24,36.40821918,1.31,23.92
1989,HAY,24e5,NA,IOWA,98,59.18630137,-24,36.40821918,1.31,23.92
1989,OATS,75e4,72,IOWA,98,59.18630137,-24,36.40821918,1.31,23.92
1989,RYE,5e3,37,IOWA,98,59.18630137,-24,36.40821918,1.31,23.92
1989,SOYBEANS,828e4,39,IOWA,98,59.18630137,-24,36.40821918,1.31,23.92
1989,WHEAT,7e4,47,IOWA,98,59.18630137,-24,36.40821918,1.31,23.92
1990,CORN_GRAIN,124e5,126,IOWA,97,61.28767123,-13,39.85479452,1.4,36.27
1990,HAY,2e6,NA,IOWA,97,61.28767123,-13,39.85479452,1.4,36.27
1990,OATS,6e5,68,IOWA,97,61.28767123,-13,39.85479452,1.4,36.27
1990,SOYBEANS,79e5,41.5,IOWA,97,61.28767123,-13,39.85479452,1.4,36.27
1990,WHEAT,75e3,45,IOWA,97,61.28767123,-13,39.85479452,1.4,36.27
1991,CORN_GRAIN,122e5,117,IOWA,94,60.16712329,-11,39.45479452,1.3,35.66
1991,HAY,18e5,NA,IOWA,94,60.16712329,-11,39.45479452,1.3,35.66
1991,OATS,425e3,50,IOWA,94,60.16712329,-11,39.45479452,1.3,35.66
1991,SOYBEANS,863e4,40.5,IOWA,94,60.16712329,-11,39.45479452,1.3,35.66
1991,WHEAT,5e4,34,IOWA,94,60.16712329,-11,39.45479452,1.3,35.66
1992,CORN_GRAIN,1295e4,147,IOWA,89,58.79781421,-5,39.0136612,1.18,35.18
1992,HAY,195e4,NA,IOWA,89,58.79781421,-5,39.0136612,1.18,35.18
1992,OATS,375e3,67,IOWA,89,58.79781421,-5,39.0136612,1.18,35.18
1992,SOYBEANS,817e4,44,IOWA,89,58.79781421,-5,39.0136612,1.18,35.18
1992,WHEAT,4e4,39,IOWA,89,58.79781421,-5,39.0136612,1.18,35.18
1993,CORN_GRAIN,11e6,80,IOWA,89,56.07945205,-10,37.71780822,1.47,46.21
1993,HAY,205e4,NA,IOWA,89,56.07945205,-10,37.71780822,1.47,46.21
1993,OATS,225e3,40,IOWA,89,56.07945205,-10,37.71780822,1.47,46.21
1993,SOYBEANS,83e5,31,IOWA,89,56.07945205,-10,37.71780822,1.47,46.21
1993,WHEAT,25e3,25,IOWA,89,56.07945205,-10,37.71780822,1.47,46.21
1994,CORN_GRAIN,126e5,152,IOWA,91,59.36164384,-18,37.96712329,1.17,28.34
1994,HAY,175e4,NA,IOWA,91,59.36164384,-18,37.96712329,1.17,28.34
1994,OATS,43e4,62,IOWA,91,59.36164384,-18,37.96712329,1.17,28.34
1994,SOYBEANS,877e4,50.5,IOWA,91,59.36164384,-18,37.96712329,1.17,28.34
1994,WHEAT,45e3,47,IOWA,91,59.36164384,-18,37.96712329,1.17,28.34
1995,CORN_GRAIN,116e5,123,IOWA,100,58.37260274,-8,38.30410959,0.99,31.27
1995,HAY,17e5,NA,IOWA,100,58.37260274,-8,38.30410959,0.99,31.27
1995,OATS,225e3,65,IOWA,100,58.37260274,-8,38.30410959,0.99,31.27
1995,SOYBEANS,926e4,44,IOWA,100,58.37260274,-8,38.30410959,0.99,31.27
1995,WHEAT,35e3,35,IOWA,100,58.37260274,-8,38.30410959,0.99,31.27
1996,CORN_GRAIN,124e5,138,IOWA,92,56.42349727,-27,36.06010929,1.18,32.52
1996,HAY,165e4,NA,IOWA,92,56.42349727,-27,36.06010929,1.18,32.52
1996,OATS,19e4,68,IOWA,92,56.42349727,-27,36.06010929,1.18,32.52
1996,SOYBEANS,945e4,44,IOWA,92,56.42349727,-27,36.06010929,1.18,32.52
1996,WHEAT,4e4,35,IOWA,92,56.42349727,-27,36.06010929,1.18,32.52
1997,CORN_GRAIN,119e5,138,IOWA,95,58.21917808,-14,37.96438356,1.24,28.88
1997,HAY,165e4,NA,IOWA,95,58.21917808,-14,37.96438356,1.24,28.88
1997,OATS,23e4,73,IOWA,95,58.21917808,-14,37.96438356,1.24,28.88
1997,SOYBEANS,104e5,46,IOWA,95,58.21917808,-14,37.96438356,1.24,28.88
1997,WHEAT,25e3,42,IOWA,95,58.21917808,-14,37.96438356,1.24,28.88
1998,CORN_GRAIN,122e5,145,IOWA,94,61.15068493,-8,42.03835616,1.11,39.17
1998,HAY,157e4,NA,IOWA,94,61.15068493,-8,42.03835616,1.11,39.17
1998,OATS,185e3,59,IOWA,94,61.15068493,-8,42.03835616,1.11,39.17
1998,SOYBEANS,1035e4,48,IOWA,94,61.15068493,-8,42.03835616,1.11,39.17
1998,WHEAT,32e3,44,IOWA,94,61.15068493,-8,42.03835616,1.11,39.17
1999,CORN_GRAIN,118e5,149,IOWA,98,61.1890411,-19,39.44931507,0.91,31.08
1999,HAY,17e5,NA,IOWA,98,61.1890411,-19,39.44931507,0.91,31.08
1999,OATS,175e3,65,IOWA,98,61.1890411,-19,39.44931507,0.91,31.08
1999,SOYBEANS,1075e4,44.5,IOWA,98,61.1890411,-19,39.44931507,0.91,31.08
1999,WHEAT,31e3,43,IOWA,98,61.1890411,-19,39.44931507,0.91,31.08
2000,CORN_GRAIN,12e6,144,IOWA,95,60.13387978,-15,38.44535519,1.2,28.81
2000,HAY,173e4,NA,IOWA,95,60.13387978,-15,38.44535519,1.2,28.81
2000,OATS,18e4,67,IOWA,95,60.13387978,-15,38.44535519,1.2,28.81
2000,SOYBEANS,1068e4,43.5,IOWA,95,60.13387978,-15,38.44535519,1.2,28.81
2000,WHEAT,18e3,47,IOWA,95,60.13387978,-15,38.44535519,1.2,28.81
2001,CORN_GRAIN,114e5,146,IOWA,93,60.2,-11,39.37808219,1.12,34.08
2001,HAY,165e4,NA,IOWA,93,60.2,-11,39.37808219,1.12,34.08
2001,OATS,13e4,70,IOWA,93,60.2,-11,39.37808219,1.12,34.08
2001,SOYBEANS,1092e4,44,IOWA,93,60.2,-11,39.37808219,1.12,34.08
2001,WHEAT,18e3,54,IOWA,93,60.2,-11,39.37808219,1.12,34.08
2002,CORN_GRAIN,1185e4,163,IOWA,96,60.7890411,-5,38.86849315,1,28.2
2002,HAY,16e5,NA,IOWA,96,60.7890411,-5,38.86849315,1,28.2
2002,OATS,175e3,76,IOWA,96,60.7890411,-5,38.86849315,1,28.2
2002,SOYBEANS,104e5,48,IOWA,96,60.7890411,-5,38.86849315,1,28.2
2002,WHEAT,16e3,53,IOWA,96,60.7890411,-5,38.86849315,1,28.2
2003,CORN_GRAIN,119e5,157,IOWA,97,59.70684932,-10,37.49315068,1.13,28.05
2003,HAY,16e5,NA,IOWA,97,59.70684932,-10,37.49315068,1.13,28.05
2003,OATS,13e4,83,IOWA,97,59.70684932,-10,37.49315068,1.13,28.05
2003,SOYBEANS,1055e4,32.5,IOWA,97,59.70684932,-10,37.49315068,1.13,28.05
2003,WHEAT,21e3,61,IOWA,97,59.70684932,-10,37.49315068,1.13,28.05
2004,CORN_GRAIN,124e5,181,IOWA,90,59.61748634,-10,38.56010929,1.15,33.08
2004,HAY,16e5,NA,IOWA,90,59.61748634,-10,38.56010929,1.15,33.08
2004,OATS,14e4,72,IOWA,90,59.61748634,-10,38.56010929,1.15,33.08
2004,SOYBEANS,1015e4,49,IOWA,90,59.61748634,-10,38.56010929,1.15,33.08
2004,WHEAT,24e3,55,IOWA,90,59.61748634,-10,38.56010929,1.15,33.08
2005,CORN_GRAIN,125e5,173,IOWA,96,60.98082192,-9,39.55616438,0.83,28.3
2005,HAY,16e5,NA,IOWA,96,60.98082192,-9,39.55616438,0.83,28.3
2005,OATS,125e3,79,IOWA,96,60.98082192,-9,39.55616438,0.83,28.3
2005,SOYBEANS,1e7,52.5,IOWA,96,60.98082192,-9,39.55616438,0.83,28.3
2005,WHEAT,15e3,50,IOWA,96,60.98082192,-9,39.55616438,0.83,28.3
2006,CORN_GRAIN,1235e4,166,IOWA,97,61.72876712,-11,40.41917808,1.07,31.36
2006,HAY,147e4,NA,IOWA,97,61.72876712,-11,40.41917808,1.07,31.36
2006,OATS,11e4,76,IOWA,97,61.72876712,-11,40.41917808,1.07,31.36
2006,SOYBEANS,101e5,50.5,IOWA,97,61.72876712,-11,40.41917808,1.07,31.36
2006,WHEAT,18e3,66,IOWA,97,61.72876712,-11,40.41917808,1.07,31.36
2007,CORN_GRAIN,139e5,171,IOWA,93,60.1260274,-10,39.31506849,1.41,40.82
2007,HAY,138e4,NA,IOWA,93,60.1260274,-10,39.31506849,1.41,40.82
2007,OATS,67e3,71,IOWA,93,60.1260274,-10,39.31506849,1.41,40.82
2007,SOYBEANS,863e4,52,IOWA,93,60.1260274,-10,39.31506849,1.41,40.82
2007,WHEAT,28e3,48,IOWA,93,60.1260274,-10,39.31506849,1.41,40.82
2008,CORN_GRAIN,128e5,171,IOWA,91,57.04098361,-15,36.12568306,1.41,41.9
2008,HAY,155e4,NA,IOWA,91,57.04098361,-15,36.12568306,1.41,41.9
2008,OATS,75e3,65,IOWA,91,57.04098361,-15,36.12568306,1.41,41.9
2008,SOYBEANS,967e4,46.5,IOWA,91,57.04098361,-15,36.12568306,1.41,41.9
2008,WHEAT,3e4,48,IOWA,91,57.04098361,-15,36.12568306,1.41,41.9
2009,CORN_GRAIN,133e5,181,IOWA,93,57.62191781,-22,36.99178082,1.3,38.36
2009,HAY,122e4,NA,IOWA,93,57.62191781,-22,36.99178082,1.3,38.36
2009,OATS,95e3,65,IOWA,93,57.62191781,-22,36.99178082,1.3,38.36
2009,SOYBEANS,953e4,51,IOWA,93,57.62191781,-22,36.99178082,1.3,38.36
2009,WHEAT,22e3,45,IOWA,93,57.62191781,-22,36.99178082,1.3,38.36
2010,CORN_GRAIN,1305e4,165,IOWA,92,59.27123288,-17,38.64109589,1.15,42.37
2010,HAY,12e5,NA,IOWA,92,59.27123288,-17,38.64109589,1.15,42.37
2010,OATS,75e3,62,IOWA,92,59.27123288,-17,38.64109589,1.15,42.37
2010,SOYBEANS,973e4,51,IOWA,92,59.27123288,-17,38.64109589,1.15,42.37
2010,WHEAT,1e4,46,IOWA,92,59.27123288,-17,38.64109589,1.15,42.37
2011,CORN_GRAIN,137e5,172,IOWA,97,59.84657534,-9,39.82191781,1.07,29.22
2011,HAY,114e4,NA,IOWA,97,59.84657534,-9,39.82191781,1.07,29.22
2011,OATS,5e4,64,IOWA,97,59.84657534,-9,39.82191781,1.07,29.22
2011,SOYBEANS,923e4,51.5,IOWA,97,59.84657534,-9,39.82191781,1.07,29.22
2011,WHEAT,16e3,45,IOWA,97,59.84657534,-9,39.82191781,1.07,29.22
2012,CORN_GRAIN,137e5,137,IOWA,101,64.53278689,0,41.72404372,1.02,23.4
2012,HAY,112e4,NA,IOWA,101,64.53278689,0,41.72404372,1.02,23.4
2012,OATS,58e3,65,IOWA,101,64.53278689,0,41.72404372,1.02,23.4
2012,SOYBEANS,931e4,45,IOWA,101,64.53278689,0,41.72404372,1.02,23.4
2012,WHEAT,13e3,50,IOWA,101,64.53278689,0,41.72404372,1.02,23.4
2013,CORN_GRAIN,1305e4,164,IOWA,96,57.62191781,-15,37.17260274,1.85,33.11
2013,HAY,117e4,NA,IOWA,96,57.62191781,-15,37.17260274,1.85,33.11
2013,OATS,6e4,66,IOWA,96,57.62191781,-15,37.17260274,1.85,33.11
2013,SOYBEANS,925e4,45.5,IOWA,96,57.62191781,-15,37.17260274,1.85,33.11
2013,WHEAT,21e3,52,IOWA,96,57.62191781,-15,37.17260274,1.85,33.11
2014,CORN_GRAIN,133e5,178,IOWA,89,56.26849315,-17,35.26575342,1.63,39.73
2014,HAY,1155e3,NA,IOWA,89,56.26849315,-17,35.26575342,1.63,39.73
2014,OATS,55e3,64,IOWA,89,56.26849315,-17,35.26575342,1.63,39.73
2014,SOYBEANS,977e4,51,IOWA,89,56.26849315,-17,35.26575342,1.63,39.73
2014,WHEAT,15e3,49,IOWA,89,56.26849315,-17,35.26575342,1.63,39.73
2015,CORN_GRAIN,1305e4,192,IOWA,93,59.7260274,-12,38.8739726,1.6,42.41301321
2015,HAY,116e4,NA,IOWA,93,59.7260274,-12,38.8739726,1.6,42.41301321
2015,OATS,57e3,73,IOWA,93,59.7260274,-12,38.8739726,1.6,42.41301321
2015,SOYBEANS,98e5,56.5,IOWA,93,59.7260274,-12,38.8739726,1.6,42.41301321
2015,WHEAT,15e3,52,IOWA,93,59.7260274,-12,38.8739726,1.6,42.41301321
1866,BARLEY,NA,23,KANSAS,NA,NA,NA,NA,NA,NA
1866,CORN_GRAIN,NA,28,KANSAS,NA,NA,NA,NA,NA,NA
1866,OATS,NA,36,KANSAS,NA,NA,NA,NA,NA,NA
1866,WHEAT,NA,19,KANSAS,NA,NA,NA,NA,NA,NA
1867,BARLEY,NA,21,KANSAS,NA,NA,NA,NA,NA,NA
1867,CORN_GRAIN,NA,38.5,KANSAS,NA,NA,NA,NA,NA,NA
1867,OATS,NA,33,KANSAS,NA,NA,NA,NA,NA,NA
1867,WHEAT,NA,12.5,KANSAS,NA,NA,NA,NA,NA,NA
1868,BARLEY,NA,22,KANSAS,NA,NA,NA,NA,NA,NA
1868,CORN_GRAIN,NA,20,KANSAS,NA,NA,NA,NA,NA,NA
1868,OATS,NA,30,KANSAS,NA,NA,NA,NA,NA,NA
1868,WHEAT,NA,14.5,KANSAS,NA,NA,NA,NA,NA,NA
1869,BARLEY,NA,23.5,KANSAS,NA,NA,NA,NA,NA,NA
1869,CORN_GRAIN,NA,38.5,KANSAS,NA,NA,NA,NA,NA,NA
1869,OATS,NA,37.5,KANSAS,NA,NA,NA,NA,NA,NA
1869,RYE,NA,14.5,KANSAS,NA,NA,NA,NA,NA,NA
1869,WHEAT,NA,16,KANSAS,NA,NA,NA,NA,NA,NA
1870,BARLEY,NA,17.5,KANSAS,NA,NA,NA,NA,NA,NA
1870,CORN_GRAIN,NA,28,KANSAS,NA,NA,NA,NA,NA,NA
1870,OATS,NA,29.5,KANSAS,NA,NA,NA,NA,NA,NA
1870,RYE,NA,15,KANSAS,NA,NA,NA,NA,NA,NA
1870,WHEAT,NA,15.5,KANSAS,NA,NA,NA,NA,NA,NA
1871,BARLEY,NA,20.5,KANSAS,NA,NA,NA,NA,NA,NA
1871,CORN_GRAIN,NA,36.5,KANSAS,NA,NA,NA,NA,NA,NA
1871,OATS,NA,31.5,KANSAS,NA,NA,NA,NA,NA,NA
1871,RYE,NA,15,KANSAS,NA,NA,NA,NA,NA,NA
1871,WHEAT,NA,16,KANSAS,NA,NA,NA,NA,NA,NA
1872,BARLEY,NA,21.5,KANSAS,NA,NA,NA,NA,NA,NA
1872,CORN_GRAIN,NA,36,KANSAS,NA,NA,NA,NA,NA,NA
1872,OATS,NA,32.5,KANSAS,NA,NA,NA,NA,NA,NA
1872,RYE,NA,15,KANSAS,NA,NA,NA,NA,NA,NA
1872,WHEAT,NA,11.5,KANSAS,NA,NA,NA,NA,NA,NA
1873,BARLEY,NA,19.5,KANSAS,NA,NA,NA,NA,NA,NA
1873,CORN_GRAIN,NA,23.5,KANSAS,NA,NA,NA,NA,NA,NA
1873,OATS,NA,30,KANSAS,NA,NA,NA,NA,NA,NA
1873,RYE,NA,15,KANSAS,NA,NA,NA,NA,NA,NA
1873,WHEAT,NA,14,KANSAS,NA,NA,NA,NA,NA,NA
1874,BARLEY,NA,17,KANSAS,NA,NA,NA,NA,NA,NA
1874,CORN_GRAIN,NA,10.5,KANSAS,NA,NA,NA,NA,NA,NA
1874,OATS,NA,20,KANSAS,NA,NA,NA,NA,NA,NA
1874,RYE,NA,13,KANSAS,NA,NA,NA,NA,NA,NA
1874,WHEAT,NA,13.7,KANSAS,NA,NA,NA,NA,NA,NA
1875,BARLEY,NA,12,KANSAS,NA,NA,NA,NA,NA,NA
1875,CORN_GRAIN,NA,34.5,KANSAS,NA,NA,NA,NA,NA,NA
1875,OATS,NA,28.5,KANSAS,NA,NA,NA,NA,NA,NA
1875,RYE,NA,13,KANSAS,NA,NA,NA,NA,NA,NA
1875,WHEAT,NA,17,KANSAS,NA,NA,NA,NA,NA,NA
1876,BARLEY,NA,18,KANSAS,NA,NA,NA,NA,NA,NA
1876,CORN_GRAIN,NA,35,KANSAS,NA,NA,NA,NA,NA,NA
1876,OATS,NA,27,KANSAS,NA,NA,NA,NA,NA,NA
1876,RYE,NA,13.5,KANSAS,NA,NA,NA,NA,NA,NA
1876,WHEAT,NA,14.5,KANSAS,NA,NA,NA,NA,NA,NA
1877,BARLEY,NA,21.5,KANSAS,NA,NA,NA,NA,NA,NA
1877,CORN_GRAIN,NA,34,KANSAS,NA,NA,NA,NA,NA,NA
1877,OATS,NA,33.5,KANSAS,NA,NA,NA,NA,NA,NA
1877,RYE,NA,14,KANSAS,NA,NA,NA,NA,NA,NA
1877,WHEAT,NA,13.5,KANSAS,NA,NA,NA,NA,NA,NA
1878,BARLEY,NA,20.5,KANSAS,NA,NA,NA,NA,NA,NA
1878,CORN_GRAIN,NA,28.5,KANSAS,NA,NA,NA,NA,NA,NA
1878,OATS,NA,32,KANSAS,NA,NA,NA,NA,NA,NA
1878,RYE,NA,13.5,KANSAS,NA,NA,NA,NA,NA,NA
1878,WHEAT,NA,16,KANSAS,NA,NA,NA,NA,NA,NA
1879,BARLEY,NA,12.6,KANSAS,NA,NA,NA,NA,NA,NA
1879,CORN_GRAIN,NA,30.9,KANSAS,NA,NA,NA,NA,NA,NA
1879,OATS,NA,23.5,KANSAS,NA,NA,NA,NA,NA,NA
1879,RYE,NA,11.9,KANSAS,NA,NA,NA,NA,NA,NA
1879,WHEAT,NA,9.3,KANSAS,NA,NA,NA,NA,NA,NA
1880,BARLEY,NA,7,KANSAS,NA,NA,NA,NA,NA,NA
1880,CORN_GRAIN,NA,29.5,KANSAS,NA,NA,NA,NA,NA,NA
1880,OATS,NA,22,KANSAS,NA,NA,NA,NA,NA,NA
1880,RYE,NA,10,KANSAS,NA,NA,NA,NA,NA,NA
1880,WHEAT,NA,10,KANSAS,NA,NA,NA,NA,NA,NA
1881,BARLEY,NA,14,KANSAS,NA,NA,NA,NA,NA,NA
1881,CORN_GRAIN,NA,18,KANSAS,NA,NA,NA,NA,NA,NA
1881,OATS,NA,29,KANSAS,NA,NA,NA,NA,NA,NA
1881,RYE,NA,11.5,KANSAS,NA,NA,NA,NA,NA,NA
1881,WHEAT,NA,9.5,KANSAS,NA,NA,NA,NA,NA,NA
1882,BARLEY,NA,24.5,KANSAS,NA,NA,NA,NA,NA,NA
1882,CORN_GRAIN,NA,33.5,KANSAS,NA,NA,NA,NA,NA,NA
1882,OATS,NA,35,KANSAS,NA,NA,NA,NA,NA,NA
1882,RYE,NA,16,KANSAS,NA,NA,NA,NA,NA,NA
1882,WHEAT,NA,20,KANSAS,NA,NA,NA,NA,NA,NA
1883,BARLEY,NA,21.5,KANSAS,NA,NA,NA,NA,NA,NA
1883,CORN_GRAIN,NA,36.5,KANSAS,NA,NA,NA,NA,NA,NA
1883,OATS,NA,39,KANSAS,NA,NA,NA,NA,NA,NA
1883,RYE,NA,15,KANSAS,NA,NA,NA,NA,NA,NA
1883,WHEAT,NA,17.5,KANSAS,NA,NA,NA,NA,NA,NA
1884,BARLEY,NA,26.5,KANSAS,NA,NA,NA,NA,NA,NA
1884,CORN_GRAIN,NA,37,KANSAS,NA,NA,NA,NA,NA,NA
1884,OATS,NA,35,KANSAS,NA,NA,NA,NA,NA,NA
1884,RYE,NA,15,KANSAS,NA,NA,NA,NA,NA,NA
1884,WHEAT,NA,18,KANSAS,NA,NA,NA,NA,NA,NA
1885,BARLEY,NA,18,KANSAS,NA,NA,NA,NA,NA,NA
1885,CORN_GRAIN,NA,32.5,KANSAS,NA,NA,NA,NA,NA,NA
1885,OATS,NA,31.5,KANSAS,NA,NA,NA,NA,NA,NA
1885,RYE,NA,12,KANSAS,NA,NA,NA,NA,NA,NA
1885,WHEAT,NA,10.5,KANSAS,NA,NA,NA,NA,NA,NA
1886,BARLEY,NA,18,KANSAS,NA,NA,NA,NA,NA,NA
1886,CORN_GRAIN,NA,22,KANSAS,NA,NA,NA,NA,NA,NA
1886,OATS,NA,30,KANSAS,NA,NA,NA,NA,NA,NA
1886,RYE,NA,13,KANSAS,NA,NA,NA,NA,NA,NA
1886,WHEAT,NA,11.5,KANSAS,NA,NA,NA,NA,NA,NA
1887,BARLEY,NA,11,KANSAS,NA,NA,NA,NA,NA,NA
1887,CORN_GRAIN,NA,14.5,KANSAS,NA,NA,NA,NA,NA,NA
1887,OATS,NA,31.5,KANSAS,NA,NA,NA,NA,NA,NA
1887,RYE,NA,8,KANSAS,NA,NA,NA,NA,NA,NA
1887,WHEAT,NA,9.5,KANSAS,NA,NA,NA,NA,NA,NA
